"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change from same quarter of previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.502174423,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change from same quarter of previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.084593112,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change from same quarter of previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.578883507,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change from same quarter of previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.518674349,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change from same quarter of previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,1.359957007,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change from same quarter of previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,0.894534052,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change from same quarter of previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-1.919182065,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change from same quarter of previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-11.286579908,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change from same quarter of previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-3.660077954,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change from same quarter of previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,-2.871620591,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change from same quarter of previous year","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,-2.792772679,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change from same quarter of previous year","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,10.351161574,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change from same quarter of previous year","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,2.889175259,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change from same quarter of previous year","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,1.775371405,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2007-Q1","Q1-2007","IDX","Index","0","Units","2015","2015",91.9,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2007-Q2","Q2-2007","IDX","Index","0","Units","2015","2015",92.6,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2007-Q3","Q3-2007","IDX","Index","0","Units","2015","2015",93.1,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2007-Q4","Q4-2007","IDX","Index","0","Units","2015","2015",93.7,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q1","Q1-2008","IDX","Index","0","Units","2015","2015",94.3,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q2","Q2-2008","IDX","Index","0","Units","2015","2015",94.1,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q3","Q3-2008","IDX","Index","0","Units","2015","2015",93.5,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2008-Q4","Q4-2008","IDX","Index","0","Units","2015","2015",92,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q1","Q1-2009","IDX","Index","0","Units","2015","2015",87.7,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q2","Q2-2009","IDX","Index","0","Units","2015","2015",87.8,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q3","Q3-2009","IDX","Index","0","Units","2015","2015",88.3,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2009-Q4","Q4-2009","IDX","Index","0","Units","2015","2015",89,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q1","Q1-2010","IDX","Index","0","Units","2015","2015",89.7,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q2","Q2-2010","IDX","Index","0","Units","2015","2015",91.7,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q3","Q3-2010","IDX","Index","0","Units","2015","2015",92.5,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2010-Q4","Q4-2010","IDX","Index","0","Units","2015","2015",93.2,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q1","Q1-2011","IDX","Index","0","Units","2015","2015",95,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q2","Q2-2011","IDX","Index","0","Units","2015","2015",95.1,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q3","Q3-2011","IDX","Index","0","Units","2015","2015",95.9,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2011-Q4","Q4-2011","IDX","Index","0","Units","2015","2015",95.6,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q1","Q1-2012","IDX","Index","0","Units","2015","2015",95.9,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q2","Q2-2012","IDX","Index","0","Units","2015","2015",96,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q3","Q3-2012","IDX","Index","0","Units","2015","2015",96.3,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2012-Q4","Q4-2012","IDX","Index","0","Units","2015","2015",95.9,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q1","Q1-2013","IDX","Index","0","Units","2015","2015",95.4,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q2","Q2-2013","IDX","Index","0","Units","2015","2015",96.5,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q3","Q3-2013","IDX","Index","0","Units","2015","2015",97,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2013-Q4","Q4-2013","IDX","Index","0","Units","2015","2015",97.3,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q1","Q1-2014","IDX","Index","0","Units","2015","2015",98.2,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q2","Q2-2014","IDX","Index","0","Units","2015","2015",98.2,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q3","Q3-2014","IDX","Index","0","Units","2015","2015",98.7,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2014-Q4","Q4-2014","IDX","Index","0","Units","2015","2015",99.5,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q1","Q1-2015","IDX","Index","0","Units","2015","2015",99,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q2","Q2-2015","IDX","Index","0","Units","2015","2015",99.7,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q3","Q3-2015","IDX","Index","0","Units","2015","2015",100.2,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2015-Q4","Q4-2015","IDX","Index","0","Units","2015","2015",100.6,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q1","Q1-2016","IDX","Index","0","Units","2015","2015",101.5,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q2","Q2-2016","IDX","Index","0","Units","2015","2015",101.9,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q3","Q3-2016","IDX","Index","0","Units","2015","2015",102.2,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2016-Q4","Q4-2016","IDX","Index","0","Units","2015","2015",102.6,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2017-Q1","Q1-2017","IDX","Index","0","Units","2015","2015",103.8,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2017-Q2","Q2-2017","IDX","Index","0","Units","2015","2015",104.6,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2017-Q3","Q3-2017","IDX","Index","0","Units","2015","2015",105.5,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2017-Q4","Q4-2017","IDX","Index","0","Units","2015","2015",106.4,,
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2018-Q1","Q1-2018","IDX","Index","0","Units","2015","2015",105.9,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2018-Q2","Q2-2018","IDX","Index","0","Units","2015","2015",106.5,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2018-Q3","Q3-2018","IDX","Index","0","Units","2015","2015",106.1,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2018-Q4","Q4-2018","IDX","Index","0","Units","2015","2015",106.5,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2019-Q1","Q1-2019","IDX","Index","0","Units","2015","2015",107.6,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2019-Q2","Q2-2019","IDX","Index","0","Units","2015","2015",107.1,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2019-Q3","Q3-2019","IDX","Index","0","Units","2015","2015",107.5,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2019-Q4","Q4-2019","IDX","Index","0","Units","2015","2015",107.4,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2020-Q1","Q1-2020","IDX","Index","0","Units","2015","2015",105.5,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2020-Q2","Q2-2020","IDX","Index","0","Units","2015","2015",95,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2020-Q3","Q3-2020","IDX","Index","0","Units","2015","2015",103.6,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2020-Q4","Q4-2020","IDX","Index","0","Units","2015","2015",104.3,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2021-Q1","Q1-2021","IDX","Index","0","Units","2015","2015",102.6,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2021-Q2","Q2-2021","IDX","Index","0","Units","2015","2015",104.8,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2021-Q3","Q3-2021","IDX","Index","0","Units","2015","2015",106.6,"P","Provisional value"
"DEU","Germany","B1_GE","Gross domestic product - expenditure approach","VIXOBSA","Volume index, OECD reference year, seasonally adjusted","Q","Quarterly","2021-Q4","Q4-2021","IDX","Index","0","Units","2015","2015",106.2,"P","Provisional value"
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2007-Q1","Q1-2007","PC","Percentage","0","Units",,,-0.154555957,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2007-Q2","Q2-2007","PC","Percentage","0","Units",,,0.179574936,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2007-Q3","Q3-2007","PC","Percentage","0","Units",,,0.225514768,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2007-Q4","Q4-2007","PC","Percentage","0","Units",,,-0.341557589,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2008-Q1","Q1-2008","PC","Percentage","0","Units",,,1.115394904,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2008-Q2","Q2-2008","PC","Percentage","0","Units",,,-0.946149651,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2008-Q3","Q3-2008","PC","Percentage","0","Units",,,-1.232084951,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2008-Q4","Q4-2008","PC","Percentage","0","Units",,,-2.62005395,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2009-Q1","Q1-2009","PC","Percentage","0","Units",,,-2.693743756,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2009-Q2","Q2-2009","PC","Percentage","0","Units",,,-0.31826115,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2009-Q3","Q3-2009","PC","Percentage","0","Units",,,0.581847754,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2009-Q4","Q4-2009","PC","Percentage","0","Units",,,0.324504377,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2010-Q1","Q1-2010","PC","Percentage","0","Units",,,0.268181138,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2010-Q2","Q2-2010","PC","Percentage","0","Units",,,0.747525358,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2010-Q3","Q3-2010","PC","Percentage","0","Units",,,0.478045488,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2010-Q4","Q4-2010","PC","Percentage","0","Units",,,0.548737105,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2011-Q1","Q1-2011","PC","Percentage","0","Units",,,0.476721845,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2011-Q2","Q2-2011","PC","Percentage","0","Units",,,0.044972402,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2011-Q3","Q3-2011","PC","Percentage","0","Units",,,-0.522658531,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2011-Q4","Q4-2011","PC","Percentage","0","Units",,,-0.948213761,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,-1.085703719,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,-0.738444078,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,-0.518145832,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,-0.752078082,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,-0.932763968,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,0.01957188,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,0.230430244,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,-0.22126949,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,0.158065957,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,-0.031894163,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,0.102746085,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,-0.268513906,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,0.264507832,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,0.396262071,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,0.240078305,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,0.528458231,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,0.272584725,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,0.2056263,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.56670361,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.286547125,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,0.549260578,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.399895852,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,0.3818128,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,0.536468886,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,-0.021414079,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.019183674,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.067735175,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.324769199,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,0.0343843,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,0.210105556,,
"ITA","Italy","B1_GE","Gross domestic product - expenditure approach","GPSA","Growth rate based on seasonally adjusted volume data, percentage change from previous quarter","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,0.140509113,,
